CustomerID,Age,Income,SpendingScore,Gender,EducationLevel,FamilySize,MaritalStatus,TotalSpend,AvgOrderValue,Frequency,Recency,Tenure,WebVisitsPerMonth,Wines,Fruits,Meat,Fish,Sweets,Gold,WebPurchases,CatalogPurchases,StorePurchases,DealsPurchased,CampaignsAccepted,Complains,_TrueSegment
470,31,80749,79,1,4,6,0,1672,66.63,22,8,5,11,572,140,386,44,24,70,8,4,11,2,4,0,High-Value Trendsetters
471,29,83964,85,1,2,2,0,1676,72.83,20,19,5,10,745,48,461,63,1,67,1,1,5,2,3,0,High-Value Trendsetters
472,31,78704,89,1,4,1,0,1671,65.24,20,6,6,8,593,31,539,34,1,84,10,4,12,1,5,0,High-Value Trendsetters
473,30,67161,85,1,3,3,1,1617,68.73,30,11,2,8,667,86,433,47,8,60,9,0,10,2,1,0,High-Value Trendsetters
474,30,20274,79,1,2,1,1,1574,89.52,8,13,1,12,1,17,62,20,54,8,10,3,9,1,0,0,Budget-Conscious Explorers
475,38,26671,20,0,4,5,0,436,62.9,3,76,8,2,24,28,36,29,0,0,4,1,3,2,0,0,Conservative Minimizers
476,35,59415,88,1,4,1,0,1718,84.91,24,17,8,6,659,12,596,37,0,36,5,7,12,2,2,0,High-Value Trendsetters
477,41,89980,84,1,5,1,1,1595,71.6,19,17,4,9,619,42,403,23,13,77,10,6,14,5,1,0,High-Value Trendsetters
478,37,83434,17,0,2,1,1,387,66.33,4,78,6,3,220,4,302,1,13,114,5,2,2,2,2,0,Affluent Conservatives
479,42,91193,10,0,3,1,0,374,71.14,9,30,8,3,347,7,307,1,12,84,1,0,4,1,0,0,Affluent Conservatives
480,27,26412,71,0,3,4,1,1543,107.52,13,23,2,9,51,17,68,49,54,4,7,1,6,5,0,0,Budget-Conscious Explorers
481,49,26821,29,1,3,2,0,408,84.2,7,84,3,4,20,8,31,20,9,4,0,2,1,3,1,0,Conservative Minimizers
482,26,26346,78,1,2,6,0,1634,108.63,19,17,0,13,146,18,21,14,15,8,4,3,8,0,0,0,Budget-Conscious Explorers
483,34,85112,19,0,3,1,0,382,114.32,5,52,10,3,431,20,237,7,1,139,4,0,1,6,3,0,Affluent Conservatives
484,49,97512,23,1,2,3,1,333,31.54,5,96,10,2,350,13,221,11,3,75,3,3,1,1,2,0,Affluent Conservatives
485,23,27008,72,0,2,2,1,1616,133.69,24,28,1,9,26,62,12,70,0,7,2,1,7,4,0,0,Budget-Conscious Explorers
486,31,36145,93,1,3,6,1,1636,137.27,19,9,3,12,31,18,25,1,9,13,5,2,10,2,2,0,Budget-Conscious Explorers
487,28,99129,80,1,2,1,1,1641,97.75,24,14,7,13,697,172,323,60,1,95,4,5,13,2,3,0,High-Value Trendsetters
488,40,80614,18,0,3,3,1,329,76.55,4,52,6,2,337,1,431,1,2,48,2,0,4,2,1,0,Affluent Conservatives
489,32,100967,76,1,5,1,0,1805,100.28,19,6,3,10,644,22,422,71,45,92,5,6,20,2,2,0,High-Value Trendsetters
490,38,99274,18,0,3,2,0,365,62.23,6,81,10,3,420,30,451,30,27,34,1,2,5,1,4,0,Affluent Conservatives
491,44,23308,9,0,5,2,0,509,110.23,3,68,12,1,16,39,15,17,0,1,2,2,2,2,0,0,Conservative Minimizers
492,50,84898,12,0,4,2,1,421,58.77,8,69,9,3,398,10,177,12,1,69,2,0,7,1,1,0,Affluent Conservatives
493,55,29192,27,0,3,5,1,423,81.41,5,87,13,2,12,7,27,4,5,1,1,2,3,4,0,0,Conservative Minimizers
494,30,77566,86,1,4,4,1,1647,85.83,26,23,7,8,682,200,449,39,11,101,9,3,6,0,4,0,High-Value Trendsetters
495,26,78512,63,1,4,5,1,1647,65.81,16,15,5,11,866,49,342,49,47,90,8,4,8,4,0,0,High-Value Trendsetters
496,35,94297,77,0,4,1,0,1602,99.62,26,7,5,10,636,11,560,3,39,161,2,2,13,4,4,0,High-Value Trendsetters
497,22,27201,74,0,4,1,1,1589,63.69,25,14,1,10,38,45,46,57,22,14,11,2,9,2,1,0,Budget-Conscious Explorers
498,42,82898,11,1,2,3,0,334,43.26,6,51,9,3,448,10,466,2,1,88,3,2,1,1,1,0,Affluent Conservatives
499,40,21194,23,1,1,1,0,482,482.0,7,49,6,2,5,12,8,1,0,4,0,2,2,0,0,0,Conservative Minimizers
500,28,84365,71,1,3,1,0,1625,116.03,19,21,7,7,666,30,383,29,1,57,10,3,17,1,3,0,High-Value Trendsetters
501,39,19147,7,0,3,4,1,472,62.67,4,82,8,2,2,7,15,1,5,3,3,1,4,2,0,0,Conservative Minimizers
502,48,108325,72,1,4,2,1,1663,81.63,24,8,1,10,669,20,369,27,0,96,7,1,8,3,4,0,High-Value Trendsetters
503,33,81096,87,0,3,1,1,1569,69.82,23,11,3,8,521,10,522,6,17,107,3,3,15,4,2,0,High-Value Trendsetters
504,24,27636,85,1,5,4,1,1576,500.0,11,19,3,14,22,98,54,41,16,9,7,3,8,1,0,0,Budget-Conscious Explorers
505,26,26606,17,0,4,5,0,393,94.67,2,96,6,3,28,4,22,8,1,2,1,1,1,2,1,0,Conservative Minimizers
506,53,17929,21,0,4,4,0,384,53.42,3,49,3,1,16,0,0,17,9,2,2,0,0,1,1,0,Conservative Minimizers
507,27,26581,73,0,4,1,1,1615,138.54,23,31,0,11,68,11,19,72,7,14,6,0,8,3,3,0,Budget-Conscious Explorers
508,35,103056,24,0,3,3,0,386,52.89,5,49,9,4,430,26,198,0,0,68,2,0,4,4,2,0,Affluent Conservatives
509,49,20483,33,0,4,5,1,431,120.62,7,25,5,1,24,4,0,1,2,5,1,0,3,1,0,0,Conservative Minimizers
510,27,29787,65,0,3,2,0,1525,90.1,12,5,3,7,110,96,22,31,19,8,3,3,13,3,1,0,Budget-Conscious Explorers
511,36,93234,14,0,2,4,1,407,72.84,6,42,9,2,543,13,403,1,3,87,0,0,2,0,1,0,Affluent Conservatives
512,38,91266,18,0,3,1,1,325,61.07,10,83,9,3,496,16,458,13,0,124,1,2,2,1,1,0,Affluent Conservatives
513,33,90056,84,0,3,1,1,1626,78.99,20,20,8,7,579,27,530,4,10,58,11,3,5,2,0,0,High-Value Trendsetters
514,21,29994,79,0,4,1,0,1654,69.61,10,8,2,14,74,82,19,123,7,13,8,4,4,2,0,0,Budget-Conscious Explorers
515,44,36102,33,0,3,2,1,320,191.8,1,66,3,0,22,11,0,6,3,0,1,0,5,1,0,0,Conservative Minimizers
516,57,16921,27,1,3,2,1,416,416.0,4,77,4,2,14,5,37,10,4,2,2,1,5,3,0,0,Conservative Minimizers
517,30,79734,80,1,3,3,1,1676,64.71,28,17,0,10,555,3,520,67,19,34,7,1,7,5,1,0,High-Value Trendsetters
518,48,83640,14,0,5,3,0,359,142.65,4,61,6,3,333,30,316,7,0,87,2,1,1,3,0,0,Affluent Conservatives
519,29,25203,87,0,1,2,1,1682,101.11,17,21,3,15,60,53,37,27,13,10,6,3,8,3,0,0,Budget-Conscious Explorers
520,30,25160,83,1,4,1,1,1604,98.2,16,23,2,6,48,71,33,21,10,1,9,2,12,4,1,0,Budget-Conscious Explorers
521,51,26159,21,0,4,4,1,366,80.48,4,68,4,1,12,0,18,1,10,2,1,0,2,1,0,0,Conservative Minimizers
522,44,84482,23,0,3,2,1,293,28.25,6,33,10,3,307,1,273,6,0,46,8,0,0,1,2,0,Affluent Conservatives
523,28,30869,16,0,3,4,1,424,64.95,6,52,6,1,11,12,8,1,8,2,3,1,2,2,0,0,Conservative Minimizers
524,26,69106,75,0,3,3,1,1663,76.8,19,5,3,7,613,25,384,22,32,93,6,4,5,1,2,0,High-Value Trendsetters
525,24,77741,73,0,4,1,0,1668,66.0,23,23,4,5,614,200,632,36,33,114,5,3,4,4,2,0,High-Value Trendsetters
526,32,88751,69,0,4,1,0,1703,73.4,20,18,5,7,720,15,454,21,19,105,7,1,7,3,2,0,High-Value Trendsetters
527,32,88353,80,1,3,2,0,1741,83.23,16,7,3,8,573,57,556,17,26,64,3,5,14,5,2,0,High-Value Trendsetters
528,47,92974,16,0,3,2,1,379,72.36,3,41,8,1,465,2,395,1,3,99,1,0,3,1,0,0,Affluent Conservatives
529,28,79188,79,0,3,4,0,1694,71.92,27,12,4,7,784,112,444,8,9,85,9,1,13,3,3,0,High-Value Trendsetters
530,29,35826,69,1,3,1,1,1648,87.01,11,31,2,15,31,16,34,13,35,9,8,3,14,2,0,0,Budget-Conscious Explorers
531,27,19181,63,0,4,2,1,1607,158.31,19,8,1,8,21,26,58,15,20,7,0,3,12,3,1,0,Budget-Conscious Explorers
532,61,26873,21,1,3,1,1,463,274.36,5,61,4,1,9,6,0,11,11,4,1,0,1,2,0,0,Conservative Minimizers
533,38,81657,21,0,2,4,1,388,79.17,5,73,8,1,374,27,437,1,11,64,2,0,9,2,1,0,Affluent Conservatives
534,39,100715,67,1,5,1,1,1628,65.27,21,12,3,10,642,3,537,13,31,113,5,1,9,0,3,0,High-Value Trendsetters
535,30,86388,89,1,4,1,1,1750,84.15,33,16,6,8,721,43,611,17,37,33,10,5,7,2,3,0,High-Value Trendsetters
536,33,29990,23,0,4,1,0,381,106.61,3,48,7,1,9,23,44,2,2,6,2,0,4,1,0,0,Conservative Minimizers
537,49,12000,24,0,3,1,0,450,112.81,5,66,5,1,18,10,12,27,14,2,2,1,2,3,0,0,Conservative Minimizers
538,19,77619,73,1,4,3,0,1629,65.65,24,16,3,10,596,47,406,6,43,24,9,5,22,0,3,0,High-Value Trendsetters
539,26,88912,73,0,3,1,1,1543,81.0,26,5,4,10,606,74,335,28,4,95,8,5,11,4,1,0,High-Value Trendsetters
540,54,18136,24,1,4,5,0,457,113.67,5,67,3,1,1,13,24,4,4,4,0,2,0,3,0,1,Conservative Minimizers
541,35,77639,23,1,3,1,0,375,50.0,4,74,10,1,620,2,386,3,3,118,1,1,4,3,2,0,Affluent Conservatives
542,26,15229,71,1,2,1,1,1646,99.0,14,11,3,9,16,85,46,30,21,5,7,4,12,3,0,0,Budget-Conscious Explorers
543,28,21431,78,1,4,1,1,1520,189.71,16,19,1,7,67,7,13,64,31,10,8,3,10,1,1,0,Budget-Conscious Explorers
544,31,16334,71,1,4,1,1,1391,89.45,21,26,2,8,66,3,57,34,16,8,7,6,7,3,0,0,Budget-Conscious Explorers
545,34,20438,69,1,4,1,1,1679,102.21,27,24,2,14,52,20,80,16,22,15,5,4,8,3,0,0,Budget-Conscious Explorers
546,35,79989,88,1,3,3,1,1574,81.44,16,13,3,8,456,57,439,0,34,65,5,6,8,1,2,0,High-Value Trendsetters
547,36,80525,87,0,4,1,0,1566,95.31,22,14,6,6,500,8,426,22,10,103,8,6,9,3,3,0,High-Value Trendsetters
548,41,22759,33,0,3,6,0,372,164.62,7,84,8,2,16,15,31,36,5,0,1,1,4,0,0,0,Conservative Minimizers
549,51,28784,35,0,3,2,1,489,130.03,4,69,5,1,1,60,21,1,4,2,3,0,2,2,0,0,Conservative Minimizers
550,48,28117,7,1,3,1,0,505,172.25,8,81,11,3,3,25,30,4,5,0,1,0,1,4,0,0,Conservative Minimizers
551,27,95250,79,0,4,2,1,1650,69.03,19,22,7,11,535,10,439,10,11,143,11,4,11,3,3,0,High-Value Trendsetters
552,40,89627,13,0,3,3,1,276,60.13,8,55,5,3,362,10,199,18,0,36,2,0,3,1,0,0,Affluent Conservatives
553,36,87698,27,0,4,1,1,371,137.09,3,74,7,1,216,34,500,1,0,93,0,2,3,4,1,0,Affluent Conservatives
554,22,15999,83,1,5,1,0,1555,111.84,18,5,1,11,65,32,20,40,15,13,5,0,8,4,1,0,Budget-Conscious Explorers
555,39,78962,20,0,2,2,1,284,58.01,8,45,8,3,479,14,342,1,5,40,2,2,4,2,1,0,Affluent Conservatives
556,22,19096,87,0,5,2,1,1582,83.02,21,16,1,9,69,18,37,54,40,13,6,1,8,1,0,0,Budget-Conscious Explorers
557,48,17558,19,0,4,2,0,538,93.22,5,89,6,3,8,8,21,0,1,3,1,1,1,2,0,0,Conservative Minimizers
558,40,29512,14,0,3,1,0,387,387.0,5,62,5,2,43,3,19,2,1,3,1,0,5,2,0,0,Conservative Minimizers
559,43,86375,23,0,5,3,0,396,90.66,3,38,8,3,312,2,407,8,0,92,4,0,7,4,1,0,Affluent Conservatives
560,46,24655,19,0,3,3,1,464,66.05,4,77,5,1,18,15,16,31,17,4,2,1,6,1,0,0,Conservative Minimizers
561,27,102466,77,1,4,1,1,1667,78.6,21,0,3,9,795,13,428,73,8,60,11,4,8,1,3,0,High-Value Trendsetters
562,58,32005,26,1,3,3,1,478,323.2,4,76,7,0,15,10,11,3,13,6,1,0,2,3,0,0,Conservative Minimizers
563,30,81303,76,1,3,6,0,1663,80.19,24,12,5,6,623,81,493,113,25,94,5,2,7,1,2,0,High-Value Trendsetters
564,39,96466,89,1,4,1,0,1630,75.38,28,14,9,6,529,108,464,39,96,73,5,0,6,3,2,0,High-Value Trendsetters
565,25,81457,81,0,2,4,0,1657,68.95,20,6,4,12,678,88,432,10,66,50,6,1,12,1,3,0,High-Value Trendsetters
566,23,29433,83,0,4,1,1,1482,75.47,9,12,4,9,57,1,14,120,44,8,3,1,10,2,0,0,Budget-Conscious Explorers
567,42,22994,1,0,4,2,1,361,139.62,4,66,4,1,21,2,9,37,0,0,0,0,1,1,0,0,Conservative Minimizers
568,38,82580,85,1,4,2,1,1616,84.96,23,18,3,8,816,112,516,6,16,91,11,2,13,2,2,0,High-Value Trendsetters
569,25,26267,70,0,3,2,1,1679,103.04,20,13,1,11,63,153,53,25,7,12,6,2,7,1,1,0,Budget-Conscious Explorers
570,41,86088,10,0,3,3,1,317,52.75,7,73,7,4,395,6,242,3,7,96,4,1,6,2,2,0,Affluent Conservatives
571,21,27288,72,1,5,3,1,1629,89.12,23,22,1,13,60,93,0,25,13,12,3,2,5,2,0,0,Budget-Conscious Explorers
572,27,18947,73,1,4,3,0,1648,100.45,26,24,1,9,26,14,49,96,13,6,9,1,9,2,1,0,Budget-Conscious Explorers
573,22,28733,67,0,4,1,1,1661,132.92,17,23,2,10,49,7,73,29,11,10,5,2,5,2,1,0,Budget-Conscious Explorers
574,28,22054,79,0,3,3,1,1686,69.27,19,14,1,11,64,5,27,74,6,9,10,2,7,5,1,0,Budget-Conscious Explorers
575,30,78938,100,0,3,5,0,1541,59.97,18,28,5,6,512,14,347,9,58,71,9,5,9,1,3,0,High-Value Trendsetters
576,28,27806,75,1,4,1,1,1516,79.65,17,5,1,14,73,101,46,23,40,21,6,4,14,4,0,0,Budget-Conscious Explorers
577,32,89757,84,1,3,1,0,1640,56.51,24,11,6,12,690,0,595,50,7,69,14,5,16,1,2,0,High-Value Trendsetters
578,23,24758,91,1,3,2,1,1631,70.11,7,28,2,5,46,50,46,22,23,7,8,2,15,4,0,0,Budget-Conscious Explorers
579,37,15740,1,1,2,1,0,425,59.77,9,91,7,1,14,14,30,1,16,6,1,1,0,4,0,0,Conservative Minimizers
580,58,25835,20,0,3,1,0,436,84.78,2,89,6,1,15,3,43,20,0,3,1,1,1,3,1,0,Conservative Minimizers
581,26,29114,77,1,3,1,0,1624,82.44,13,17,1,12,55,15,70,69,16,17,8,2,9,1,2,0,Budget-Conscious Explorers
582,54,20304,16,0,4,4,0,458,102.4,3,73,5,0,29,37,34,10,5,0,1,0,3,2,0,0,Conservative Minimizers
583,26,21442,77,1,4,1,1,1545,69.12,22,23,3,14,52,42,52,25,25,7,6,4,14,0,0,0,Budget-Conscious Explorers
584,48,77186,9,1,2,3,1,317,145.44,6,58,13,4,582,18,386,5,1,123,3,0,4,1,0,0,Affluent Conservatives
585,33,94735,73,1,4,1,1,1598,94.96,27,18,2,14,670,41,408,33,10,97,10,4,12,1,3,0,High-Value Trendsetters
586,45,91939,10,1,4,1,1,347,38.07,6,37,10,2,507,8,263,5,8,51,4,0,3,3,1,0,Affluent Conservatives
587,24,31938,76,0,4,1,0,1624,126.87,20,19,2,6,66,7,32,46,19,16,8,0,13,0,0,0,Budget-Conscious Explorers
588,42,24243,27,0,3,2,1,412,75.53,1,64,7,3,16,2,29,6,0,2,3,0,2,2,0,0,Conservative Minimizers
589,40,76746,12,1,3,4,0,363,97.11,7,41,5,1,385,8,298,11,4,67,0,0,1,2,1,0,Affluent Conservatives
590,42,85960,21,1,3,4,1,305,237.29,4,51,8,2,234,30,357,5,1,105,2,1,2,1,1,0,Affluent Conservatives
591,48,24954,9,1,5,1,1,437,68.5,3,54,4,1,12,11,10,22,0,0,0,1,0,5,0,0,Conservative Minimizers
592,36,89942,84,0,4,2,1,1774,82.55,28,9,5,13,618,30,532,24,6,51,8,5,17,1,2,0,High-Value Trendsetters
593,46,19929,34,0,4,2,0,518,163.49,3,62,8,1,22,53,18,4,1,3,1,1,3,2,0,0,Conservative Minimizers
594,20,23200,67,1,2,1,1,1507,108.09,17,19,2,9,54,4,75,7,11,8,7,3,6,3,0,0,Budget-Conscious Explorers
595,46,30788,19,0,3,1,1,352,50.77,6,92,12,1,11,19,33,0,2,4,1,0,4,2,1,0,Conservative Minimizers
596,45,94642,21,1,2,2,1,424,101.64,4,65,8,2,372,20,326,18,6,72,2,4,5,4,1,0,Affluent Conservatives
597,18,26549,77,0,3,1,0,1538,83.1,16,4,2,3,70,45,53,18,17,13,2,3,4,2,0,0,Budget-Conscious Explorers
598,49,28122,21,0,4,1,0,432,99.65,5,99,2,2,16,5,24,8,3,0,1,0,0,2,0,0,Conservative Minimizers
599,41,83587,82,0,2,3,1,1639,65.59,19,15,6,6,553,27,453,44,21,124,6,5,13,0,5,0,High-Value Trendsetters
600,32,88354,76,0,4,1,1,1751,73.05,27,19,3,8,584,103,405,22,44,123,7,5,8,0,1,0,High-Value Trendsetters
601,40,78349,87,1,4,4,0,1669,81.64,18,19,4,8,519,32,545,17,13,90,11,2,12,0,2,0,High-Value Trendsetters
602,22,90516,76,0,3,4,0,1617,61.79,17,14,5,10,506,48,625,10,3,99,9,1,12,3,2,0,High-Value Trendsetters
603,33,76518,72,1,3,1,1,1695,84.61,21,10,4,9,656,200,375,16,20,115,5,3,13,1,1,0,High-Value Trendsetters
604,26,32673,77,1,3,3,0,1489,90.49,11,19,0,10,37,200,61,14,22,7,7,3,11,4,2,0,Budget-Conscious Explorers
605,26,13772,69,1,2,1,0,1661,174.35,22,23,2,11,80,11,32,45,1,13,4,2,9,0,1,0,Budget-Conscious Explorers
606,25,20526,69,1,3,5,0,1598,85.61,16,11,3,3,67,6,50,27,59,10,4,4,9,3,1,0,Budget-Conscious Explorers
607,26,18355,77,1,4,4,0,1600,118.6,21,23,1,13,91,21,21,149,4,20,11,2,8,2,1,1,Budget-Conscious Explorers
608,29,14959,68,1,3,2,1,1639,129.06,25,2,1,11,29,200,18,22,12,9,5,2,11,2,0,0,Budget-Conscious Explorers
609,41,88147,26,0,4,5,0,328,57.74,5,53,10,5,384,27,425,4,2,69,5,0,3,1,1,0,Affluent Conservatives
610,53,27187,18,1,1,2,1,343,92.89,6,86,6,1,27,21,13,0,0,1,4,0,2,3,0,0,Conservative Minimizers
611,29,25091,91,1,2,1,1,1644,371.55,19,12,2,11,51,13,58,132,23,14,3,1,14,2,0,0,Budget-Conscious Explorers
612,34,85298,73,0,3,1,0,1609,106.74,25,14,6,9,798,47,350,208,2,123,8,7,8,1,3,0,High-Value Trendsetters
613,34,86926,88,1,5,4,1,1630,67.77,16,17,4,12,511,39,423,74,12,59,7,1,12,0,4,0,High-Value Trendsetters
614,27,36762,69,0,3,3,0,1444,55.06,22,4,1,9,55,0,75,14,100,4,4,2,9,4,1,0,Budget-Conscious Explorers
615,49,35050,15,1,3,4,0,519,62.2,1,71,15,1,23,12,30,9,3,4,2,1,2,2,0,0,Conservative Minimizers
616,30,27733,18,0,3,1,0,374,115.39,4,62,10,1,14,4,19,15,3,3,0,0,4,0,0,0,Conservative Minimizers
617,28,17504,82,0,4,1,1,1595,109.05,9,26,0,14,84,17,54,12,47,12,5,3,6,2,0,0,Budget-Conscious Explorers
618,26,26311,72,1,4,1,1,1683,78.85,17,26,4,13,51,57,46,22,30,18,6,1,7,1,2,0,Budget-Conscious Explorers
619,28,90127,88,1,3,1,1,1698,62.11,26,12,2,9,672,45,409,35,77,90,13,4,17,6,3,0,High-Value Trendsetters
620,33,90295,80,1,4,1,1,1585,77.21,16,15,9,7,815,30,325,14,7,148,7,4,9,2,2,0,High-Value Trendsetters
621,42,26162,26,1,4,2,1,538,101.3,5,56,3,2,1,3,11,0,3,0,0,0,2,1,1,0,Conservative Minimizers
622,26,16989,94,0,3,1,0,1560,107.53,15,14,2,11,68,69,67,103,27,11,4,3,10,4,0,0,Budget-Conscious Explorers
623,22,90961,86,1,3,2,0,1712,55.5,22,11,5,7,491,73,554,36,9,139,7,5,11,1,3,0,High-Value Trendsetters
624,39,91219,99,1,3,1,0,1686,78.49,21,18,5,7,823,25,471,24,48,76,7,4,10,3,4,0,High-Value Trendsetters
625,36,31363,27,0,3,2,1,372,82.66,2,58,7,1,6,21,20,18,1,4,0,2,3,1,1,0,Conservative Minimizers
626,54,18428,26,0,4,1,0,435,435.0,4,80,5,2,23,28,9,8,2,4,4,1,1,1,0,0,Conservative Minimizers
627,25,31930,80,1,3,5,0,1514,80.63,19,25,1,8,66,166,5,12,1,16,5,3,11,5,0,0,Budget-Conscious Explorers
628,26,20472,56,1,3,3,0,1610,74.33,26,23,1,11,90,9,57,93,60,8,2,3,8,0,1,0,Budget-Conscious Explorers
629,29,91118,72,1,3,3,1,1683,54.36,18,15,5,8,940,6,250,2,0,45,11,6,14,3,3,0,High-Value Trendsetters
630,28,23755,69,1,5,4,0,1670,112.91,12,17,1,7,41,10,51,23,27,3,5,2,7,3,1,0,Budget-Conscious Explorers
631,38,89202,31,0,1,6,1,332,116.21,8,53,10,2,429,3,264,1,13,98,3,1,2,0,3,0,Affluent Conservatives
632,47,22179,3,0,4,2,1,351,71.77,4,56,6,2,22,24,29,0,2,0,2,1,2,3,1,0,Conservative Minimizers
633,43,88226,21,1,3,2,1,312,47.82,1,69,9,2,256,13,334,2,3,91,2,1,1,1,0,0,Affluent Conservatives
634,23,28873,78,0,3,2,0,1582,131.88,26,8,1,12,77,200,69,29,31,1,7,2,12,1,1,0,Budget-Conscious Explorers
635,29,79115,32,1,4,2,1,312,137.08,8,36,9,1,226,4,259,1,4,38,4,0,2,2,0,0,Affluent Conservatives
636,28,74010,85,0,5,1,0,1665,72.51,29,11,9,7,574,34,551,10,35,61,3,4,8,2,3,0,High-Value Trendsetters
637,45,21579,17,0,2,4,1,413,413.0,3,81,11,1,12,10,11,13,2,1,1,1,3,2,0,0,Conservative Minimizers
638,45,16779,20,0,3,1,1,467,110.28,4,80,4,0,5,12,19,22,2,0,4,0,2,2,0,0,Conservative Minimizers
639,45,86152,16,1,5,2,1,363,38.75,5,64,3,2,413,10,286,11,7,91,2,1,3,5,0,0,Affluent Conservatives
640,23,25844,61,1,2,3,1,1589,87.22,11,17,1,10,62,0,40,38,3,15,6,2,12,2,0,0,Budget-Conscious Explorers
641,57,23359,18,0,3,2,1,434,106.51,3,82,7,0,27,23,36,12,1,3,2,0,0,2,0,0,Conservative Minimizers
642,43,80995,19,1,2,2,1,347,184.18,8,44,11,3,306,17,239,14,5,79,4,2,1,4,3,0,Affluent Conservatives
643,36,74581,74,1,3,1,0,1544,68.92,18,15,6,8,438,34,564,41,17,84,9,4,10,1,3,0,High-Value Trendsetters
644,43,23004,16,1,5,1,1,444,85.76,3,64,7,0,10,5,39,17,17,3,1,0,3,1,0,0,Conservative Minimizers
645,43,23777,29,1,4,3,0,410,71.24,8,41,7,2,13,4,29,0,3,4,1,0,2,3,0,0,Conservative Minimizers
646,38,22178,32,0,3,1,0,438,80.71,2,86,3,3,6,3,3,33,3,4,3,0,3,1,0,0,Conservative Minimizers
647,44,84301,11,1,3,2,1,353,47.92,9,77,9,3,419,37,277,4,6,108,1,0,5,0,3,0,Affluent Conservatives
648,28,89241,83,1,2,4,0,1517,58.2,23,10,3,6,649,56,447,5,35,73,9,3,16,0,3,0,High-Value Trendsetters
649,27,25709,69,1,3,4,1,1482,76.97,19,19,1,10,38,75,41,29,5,15,4,5,7,2,0,0,Budget-Conscious Explorers
650,24,23231,81,1,3,2,0,1587,156.02,11,25,2,13,103,179,40,96,14,13,7,5,16,1,1,0,Budget-Conscious Explorers
651,42,21864,24,0,5,4,0,308,51.83,2,67,11,2,13,12,25,13,25,1,1,1,1,1,0,0,Conservative Minimizers
652,26,33804,81,0,4,1,1,1607,65.06,16,24,3,7,0,10,5,20,78,1,4,6,11,2,0,0,Budget-Conscious Explorers
653,22,17167,69,1,3,3,1,1570,77.53,23,23,2,15,95,54,20,56,0,9,5,0,4,0,0,0,Budget-Conscious Explorers
654,26,31090,79,0,3,3,0,1776,75.8,14,32,2,8,71,89,54,38,23,5,4,3,15,2,0,0,Budget-Conscious Explorers
655,23,21515,12,0,5,1,1,292,62.87,4,76,8,1,9,86,29,39,16,0,3,2,0,1,0,0,Conservative Minimizers
656,48,91155,14,0,5,5,0,305,74.89,5,61,10,2,314,2,308,16,1,80,1,0,0,1,1,0,Affluent Conservatives
657,28,21544,100,1,4,2,1,1428,79.2,18,28,1,13,45,188,17,19,13,10,7,2,12,5,2,0,Budget-Conscious Explorers
658,41,30871,23,0,3,1,0,467,307.58,5,102,6,1,15,6,0,2,3,3,0,0,2,1,1,0,Conservative Minimizers
659,33,83162,70,0,3,1,1,1769,75.17,21,4,6,9,567,47,380,6,41,68,7,4,19,0,3,0,High-Value Trendsetters
660,35,76904,77,0,5,2,0,1495,67.9,37,9,4,8,562,2,305,67,0,77,14,3,15,3,4,0,High-Value Trendsetters
661,44,92346,25,0,3,3,0,368,67.41,4,48,7,3,262,20,181,26,2,130,5,0,4,1,1,0,Affluent Conservatives
662,33,79081,71,1,2,2,0,1709,96.73,20,12,5,11,814,101,423,114,1,107,6,3,17,4,3,0,High-Value Trendsetters
663,18,19426,84,1,3,1,1,1484,52.14,22,14,2,13,27,29,45,24,8,4,4,2,6,2,1,0,Budget-Conscious Explorers
664,36,83861,21,0,1,2,0,408,61.94,4,46,8,3,404,16,294,16,6,74,1,1,5,3,1,0,Affluent Conservatives
665,26,24790,82,1,2,1,0,1579,99.25,17,12,2,6,65,13,59,49,2,12,6,3,8,1,0,0,Budget-Conscious Explorers
666,43,28727,27,0,5,1,0,281,50.1,7,75,4,1,24,8,14,2,7,3,1,0,1,2,0,0,Conservative Minimizers
667,37,81893,17,0,4,2,0,434,40.25,4,62,7,0,605,4,260,11,29,74,1,2,5,2,2,0,Affluent Conservatives
668,39,22573,19,0,4,3,1,406,77.82,1,83,9,1,4,4,25,11,10,7,1,1,3,0,0,0,Conservative Minimizers
669,45,102499,28,0,3,2,1,355,49.01,6,45,8,2,275,17,410,5,0,107,6,0,1,1,1,0,Affluent Conservatives
670,51,90932,21,0,4,1,1,389,55.99,4,59,7,1,446,9,363,0,1,62,1,0,4,1,0,0,Affluent Conservatives
671,31,87633,85,0,3,4,1,1684,82.73,21,14,7,9,665,28,455,2,34,103,12,6,11,4,1,0,High-Value Trendsetters
672,18,31470,78,0,3,1,0,1585,156.77,14,23,2,11,84,34,58,89,10,10,7,5,15,3,0,0,Budget-Conscious Explorers
673,42,79457,100,0,3,3,1,1820,72.5,19,16,8,3,657,181,421,19,21,74,9,1,10,2,4,0,High-Value Trendsetters
674,33,79576,77,1,4,1,0,1596,82.55,23,8,2,8,794,161,474,16,46,70,8,5,10,1,1,0,High-Value Trendsetters
675,30,82120,82,0,3,5,0,1656,66.52,18,14,3,8,804,200,439,4,15,57,10,5,14,3,1,0,High-Value Trendsetters
676,32,115571,83,0,3,5,1,1649,130.79,13,4,5,8,695,29,532,12,49,102,7,3,9,2,3,0,High-Value Trendsetters
