CustomerID,Age,Income,EducationLevel,FamilySize,TotalSpend,AvgTransactionValue,HighValuePurchases,Frequency,Recency,Tenure,WebVisitsPerMonth,Wines,Fruits,Meat,Fish,Sweets,Gold,WebPurchases,CatalogPurchases,StorePurchases,DealsPurchased,CampaignsAccepted,Complains,Cluster,Persona
504,38,71443,4,3,829,157.1,3,11,53,0,1,285,21,101,71,23,12,2,1,7,1,0,0,1,💤 Inactive / At-Risk
505,59,65012,2,1,967,166.37,3,8,23,6,5,330,182,80,23,8,3,2,1,3,2,1,0,1,💤 Inactive / At-Risk
506,19,38713,2,1,108,43.99,0,5,82,6,4,3,3,10,1,4,3,0,1,0,0,0,0,1,💤 Inactive / At-Risk
507,68,60174,3,1,835,87.46,3,12,16,3,3,198,0,92,5,48,20,7,1,3,1,0,0,1,💤 Inactive / At-Risk
508,32,60903,2,1,1643,64.99,9,20,4,10,5,703,200,544,56,2,119,5,4,6,1,3,0,0,🏆 Premium Loyalists
509,33,63737,3,4,43,43.0,0,1,110,1,1,16,6,8,2,1,2,0,1,1,2,0,0,1,💤 Inactive / At-Risk
510,29,50846,1,1,533,60.05,2,2,51,3,10,94,14,86,16,1,53,9,2,7,0,0,1,1,💤 Inactive / At-Risk
511,34,80874,2,3,2326,107.06,8,27,21,6,7,594,133,608,65,1,93,4,4,10,1,1,0,0,🏆 Premium Loyalists
512,37,92184,3,1,1198,81.05,1,17,18,6,5,646,50,348,27,114,126,6,2,12,1,3,0,0,🏆 Premium Loyalists
513,40,32723,2,1,153,12.66,1,8,70,6,4,38,3,53,21,3,0,3,1,3,1,1,0,1,💤 Inactive / At-Risk
514,49,55499,5,1,605,34.83,3,4,58,2,4,193,7,141,48,11,8,4,2,5,1,0,0,1,💤 Inactive / At-Risk
515,22,35533,3,2,18,18.0,0,2,77,5,3,26,2,6,1,0,0,0,0,1,0,1,0,1,💤 Inactive / At-Risk
516,49,64770,2,4,703,73.18,1,12,70,7,4,358,86,108,46,6,20,4,1,5,1,0,0,1,💤 Inactive / At-Risk
517,25,41072,4,1,454,44.4,1,18,49,2,12,37,25,18,5,4,57,5,0,7,2,0,0,1,💤 Inactive / At-Risk
518,58,89903,5,3,1830,76.4,10,21,11,8,3,654,20,337,15,8,57,10,6,14,3,2,0,0,🏆 Premium Loyalists
519,51,66691,3,2,685,53.95,0,7,0,5,1,339,18,113,1,38,28,4,6,8,2,0,0,1,💤 Inactive / At-Risk
520,26,40735,5,1,736,41.28,1,16,32,3,13,0,19,38,5,14,52,4,0,5,4,1,0,1,💤 Inactive / At-Risk
521,40,30242,2,1,74,13.24,0,2,61,1,1,11,1,17,2,0,6,0,0,1,2,1,0,1,💤 Inactive / At-Risk
522,45,47041,2,1,183,17.19,1,11,109,6,4,18,14,63,3,16,7,3,1,6,0,0,0,1,💤 Inactive / At-Risk
523,45,52616,5,5,823,91.93,2,12,46,3,4,448,11,143,57,47,34,3,1,4,1,0,0,1,💤 Inactive / At-Risk
524,37,26129,3,3,214,23.55,1,3,57,2,11,16,13,19,8,0,3,5,0,4,3,0,1,1,💤 Inactive / At-Risk
525,51,26006,1,2,187,15.38,2,12,0,4,7,34,6,38,1,0,6,6,0,5,3,1,0,1,💤 Inactive / At-Risk
526,28,36391,2,1,298,53.59,0,10,41,4,6,15,1,32,9,6,6,3,2,4,8,0,0,1,💤 Inactive / At-Risk
527,40,29871,3,3,215,22.05,0,10,73,2,6,19,3,50,0,2,4,5,1,5,1,0,0,1,💤 Inactive / At-Risk
528,35,30205,3,2,177,16.97,0,7,29,5,5,76,7,17,9,0,7,2,2,5,1,2,0,1,💤 Inactive / At-Risk
529,25,15557,2,3,424,24.03,3,11,36,1,6,51,17,42,0,44,7,4,1,9,2,0,0,1,💤 Inactive / At-Risk
530,58,49666,4,1,149,17.34,3,12,77,2,3,233,10,173,45,15,14,1,1,8,1,0,0,1,💤 Inactive / At-Risk
531,35,42332,4,2,298,22.88,2,10,31,2,14,97,35,16,11,12,30,4,3,6,0,1,0,1,💤 Inactive / At-Risk
532,31,51391,4,1,0,0.0,1,1,91,9,2,6,6,1,0,7,0,3,0,0,1,1,0,1,💤 Inactive / At-Risk
533,38,85315,4,1,1618,114.92,8,32,18,7,4,759,48,445,52,200,13,8,2,9,2,5,0,0,🏆 Premium Loyalists
534,32,41287,3,3,185,29.92,1,8,27,1,6,35,1,9,4,0,5,1,0,4,2,0,0,1,💤 Inactive / At-Risk
535,29,46686,5,1,492,30.15,2,19,39,2,11,46,47,84,14,4,50,2,3,7,0,1,0,1,💤 Inactive / At-Risk
536,56,15000,4,1,42,26.35,0,3,105,10,2,10,1,15,1,0,1,0,0,2,0,0,0,1,💤 Inactive / At-Risk
537,47,57956,4,2,809,83.02,2,13,90,4,2,266,13,181,78,26,12,3,1,9,1,0,0,1,💤 Inactive / At-Risk
538,25,43468,3,2,616,58.85,0,17,35,2,8,22,35,20,0,2,8,5,3,8,0,1,0,1,💤 Inactive / At-Risk
539,36,41089,1,1,227,43.94,0,12,43,5,7,23,18,54,1,0,7,1,1,3,2,2,0,1,💤 Inactive / At-Risk
540,22,45301,1,2,95,95.0,0,8,84,10,1,5,1,22,6,0,1,3,0,1,1,0,0,1,💤 Inactive / At-Risk
541,31,64258,3,1,1696,70.2,9,28,22,11,6,680,200,256,19,152,95,8,0,11,2,1,0,0,🏆 Premium Loyalists
542,41,20836,4,1,588,347.18,5,2,62,6,5,231,96,160,27,4,29,5,0,2,0,1,0,1,💤 Inactive / At-Risk
543,28,60041,1,2,631,60.08,2,13,44,1,10,31,82,98,20,43,74,7,0,3,0,2,0,1,💤 Inactive / At-Risk
544,36,21786,2,2,425,41.8,2,13,36,0,9,73,68,51,16,20,31,7,4,11,1,0,0,1,💤 Inactive / At-Risk
545,53,45309,2,1,582,68.76,5,6,57,3,3,328,35,203,37,2,17,3,1,4,1,1,0,1,💤 Inactive / At-Risk
546,33,42974,2,1,532,45.86,1,12,28,1,9,52,50,19,38,15,40,7,5,3,1,1,0,1,💤 Inactive / At-Risk
547,37,41517,3,1,189,15.65,2,7,84,4,12,27,2,48,2,1,8,2,2,5,2,0,0,1,💤 Inactive / At-Risk
548,49,40307,3,4,0,0.0,0,6,74,8,2,15,4,9,8,8,4,1,0,1,1,0,0,1,💤 Inactive / At-Risk
549,38,26672,3,2,37,37.0,1,1,80,4,1,20,0,25,6,0,2,3,1,2,0,0,1,1,💤 Inactive / At-Risk
550,47,54110,4,4,75,47.67,1,1,109,0,2,19,11,34,4,4,1,1,1,2,1,0,0,1,💤 Inactive / At-Risk
551,29,42114,3,4,196,24.61,0,12,43,3,7,33,2,25,8,45,4,4,1,7,1,0,0,1,💤 Inactive / At-Risk
552,41,77395,3,3,1740,74.25,13,19,13,7,7,845,33,385,43,52,110,7,3,14,2,1,0,0,🏆 Premium Loyalists
553,33,97441,5,2,1701,72.92,3,19,5,10,8,643,31,433,92,87,84,6,1,5,2,1,0,0,🏆 Premium Loyalists
554,27,42144,4,2,326,21.94,1,11,39,2,7,111,25,108,5,1,26,4,3,7,1,0,0,1,💤 Inactive / At-Risk
555,39,76009,4,2,631,28.64,6,15,17,9,6,478,10,469,90,200,76,10,3,15,0,1,0,0,🏆 Premium Loyalists
556,42,65340,3,2,748,63.37,2,9,31,5,0,262,23,191,7,49,5,4,1,4,0,0,0,1,💤 Inactive / At-Risk
557,37,33630,3,3,83,35.9,0,2,93,9,1,14,14,16,11,2,3,3,1,1,0,0,0,1,💤 Inactive / At-Risk
558,28,39882,1,1,46,46.0,0,1,94,1,2,14,1,22,7,3,0,0,0,7,0,0,0,1,💤 Inactive / At-Risk
559,47,82864,2,1,2622,87.42,6,14,16,10,6,571,6,362,33,8,118,4,2,12,0,2,0,0,🏆 Premium Loyalists
560,55,67594,1,1,510,51.53,2,9,50,5,3,248,29,257,18,6,0,5,3,4,1,0,0,1,💤 Inactive / At-Risk
561,33,41728,3,1,226,46.78,0,3,65,2,7,41,17,41,2,1,2,1,0,2,1,0,0,1,💤 Inactive / At-Risk
562,26,43309,5,2,0,0.0,0,4,90,11,1,8,4,7,0,5,0,0,0,2,1,1,0,1,💤 Inactive / At-Risk
563,21,60660,4,1,635,45.28,1,22,63,2,10,51,29,80,0,7,45,8,1,3,0,1,0,1,💤 Inactive / At-Risk
564,38,19101,3,2,227,24.43,1,13,60,3,9,42,10,26,14,7,1,0,0,7,0,1,0,1,💤 Inactive / At-Risk
565,48,26436,5,1,218,23.32,1,9,51,0,10,54,1,78,1,0,5,0,1,5,2,0,0,1,💤 Inactive / At-Risk
566,30,38698,4,3,360,24.3,0,11,27,2,9,80,2,36,28,34,59,4,2,10,1,0,0,1,💤 Inactive / At-Risk
567,19,36857,3,3,39,13.05,1,2,85,6,3,4,2,8,1,1,0,1,0,0,1,2,0,1,💤 Inactive / At-Risk
568,18,43911,3,1,1009,61.42,2,7,40,2,9,40,0,40,15,9,0,6,2,4,1,1,0,1,💤 Inactive / At-Risk
569,27,48273,4,1,622,36.79,3,10,22,2,7,86,2,63,35,12,0,7,3,7,0,0,0,1,💤 Inactive / At-Risk
570,44,106767,3,1,830,31.96,7,15,28,8,6,611,111,276,75,4,42,7,3,9,2,2,0,0,🏆 Premium Loyalists
571,57,70061,4,1,553,113.61,5,8,36,3,5,283,7,156,0,28,30,6,0,3,1,0,0,1,💤 Inactive / At-Risk
572,51,75847,3,2,798,111.87,3,6,59,6,5,200,87,219,34,10,13,2,1,4,1,0,0,1,💤 Inactive / At-Risk
573,53,59747,4,4,72,8.71,2,6,66,5,2,166,151,122,39,31,28,4,1,5,1,0,0,1,💤 Inactive / At-Risk
574,59,59310,2,3,973,212.2,3,11,78,3,4,336,65,242,7,26,34,5,1,7,1,0,0,1,💤 Inactive / At-Risk
575,32,25057,4,3,228,24.04,0,3,76,5,11,33,1,21,11,7,12,2,2,5,3,0,0,1,💤 Inactive / At-Risk
576,25,40443,4,2,1011,49.09,2,11,55,2,7,87,0,67,51,7,4,5,1,7,0,0,0,1,💤 Inactive / At-Risk
577,18,54518,4,3,208,25.95,0,8,43,3,10,6,1,8,2,0,4,0,0,4,1,0,0,1,💤 Inactive / At-Risk
578,59,60394,4,1,145,42.24,2,8,74,7,0,391,27,120,1,79,42,4,1,0,0,1,0,1,💤 Inactive / At-Risk
579,38,41432,4,4,19,4.96,0,3,95,4,2,2,11,21,4,6,3,2,0,1,0,1,0,1,💤 Inactive / At-Risk
580,18,15000,3,3,18,3.92,1,1,54,8,3,11,11,11,10,3,2,0,0,2,1,0,0,1,💤 Inactive / At-Risk
581,46,70790,4,2,640,88.11,4,9,51,7,0,149,79,142,7,39,23,2,1,3,0,1,0,1,💤 Inactive / At-Risk
582,54,28748,3,4,64,24.47,1,1,112,9,0,22,1,18,3,5,6,0,0,1,0,0,0,1,💤 Inactive / At-Risk
583,45,47269,2,3,737,130.48,0,17,39,7,6,144,17,130,46,9,36,3,2,2,3,0,0,1,💤 Inactive / At-Risk
584,33,54566,4,3,235,37.84,0,8,43,0,6,14,23,56,3,1,0,3,1,4,1,0,0,1,💤 Inactive / At-Risk
585,24,43605,5,3,612,50.69,4,17,30,1,11,41,7,79,40,22,41,7,3,8,0,0,0,1,💤 Inactive / At-Risk
586,45,41575,4,2,92,10.5,0,7,71,4,7,24,12,41,1,17,0,1,0,4,1,0,0,1,💤 Inactive / At-Risk
587,39,52880,4,2,863,90.01,1,8,24,6,3,255,27,174,43,1,27,4,2,4,0,0,0,1,💤 Inactive / At-Risk
588,31,62273,3,2,1041,118.03,0,13,68,2,5,273,116,92,3,4,16,1,2,6,1,1,0,1,💤 Inactive / At-Risk
589,38,39256,4,2,176,14.87,0,10,48,3,4,11,3,44,17,9,3,1,0,3,2,1,0,1,💤 Inactive / At-Risk
590,45,60586,5,1,1932,93.44,4,32,6,10,6,485,44,433,13,92,54,9,3,10,0,0,0,0,🏆 Premium Loyalists
591,47,59740,4,4,58,13.33,1,3,65,2,2,14,8,11,8,8,2,0,0,3,1,0,0,1,💤 Inactive / At-Risk
592,49,50677,4,3,313,35.43,0,6,15,5,9,23,5,64,12,6,3,2,1,5,0,1,0,1,💤 Inactive / At-Risk
593,22,48986,5,3,105,13.23,0,3,96,7,1,0,9,10,2,1,9,1,1,3,0,1,0,1,💤 Inactive / At-Risk
594,56,43585,4,4,433,41.11,3,5,21,2,1,182,50,202,82,66,14,4,2,0,1,0,0,1,💤 Inactive / At-Risk
595,22,22378,4,1,22,7.15,0,1,84,5,2,14,0,25,2,0,3,2,0,1,3,0,0,1,💤 Inactive / At-Risk
596,51,77291,3,1,2625,95.7,4,25,18,8,5,326,171,348,130,17,105,7,1,14,2,0,0,0,🏆 Premium Loyalists
597,59,62668,4,2,845,212.02,4,6,41,9,5,327,78,142,85,9,7,2,1,2,1,0,0,1,💤 Inactive / At-Risk
598,51,37287,3,5,62,43.75,2,3,71,5,2,7,0,19,1,2,0,0,2,3,2,0,0,1,💤 Inactive / At-Risk
599,42,53046,2,3,790,50.89,3,14,3,1,11,27,6,72,15,7,32,4,2,10,1,0,0,1,💤 Inactive / At-Risk
600,21,29129,1,2,473,29.2,2,11,26,2,10,160,4,75,20,99,0,7,0,7,0,0,0,1,💤 Inactive / At-Risk
601,25,40668,4,2,1014,178.37,3,12,21,3,9,83,5,94,34,1,71,5,5,7,1,1,0,1,💤 Inactive / At-Risk
602,37,25550,4,1,275,69.15,0,5,89,3,0,34,1,47,8,11,0,6,1,3,2,0,0,1,💤 Inactive / At-Risk
603,38,23713,1,3,169,32.22,1,5,41,6,6,44,2,11,5,3,1,5,0,6,4,0,0,1,💤 Inactive / At-Risk
604,47,48719,4,2,608,61.91,1,9,28,4,5,157,1,194,86,46,39,2,1,4,0,0,0,1,💤 Inactive / At-Risk
605,63,52951,3,1,424,27.22,4,6,65,3,4,289,71,181,15,35,16,6,1,5,1,1,0,1,💤 Inactive / At-Risk
606,60,53752,2,1,862,51.72,0,6,46,6,4,223,12,186,11,4,7,0,4,1,2,0,0,1,💤 Inactive / At-Risk
607,18,48688,4,4,509,31.59,1,12,5,1,14,135,7,69,61,17,24,4,4,11,1,0,0,1,💤 Inactive / At-Risk
608,49,42313,3,1,728,500.0,4,10,29,5,5,170,87,147,18,11,3,2,0,4,0,0,0,1,💤 Inactive / At-Risk
609,43,78109,4,1,1555,62.0,11,29,28,10,3,690,46,539,27,2,69,5,3,11,2,1,0,0,🏆 Premium Loyalists
610,40,96644,5,1,279,24.36,3,1,51,5,3,295,49,132,2,72,18,2,1,1,1,1,0,1,💤 Inactive / At-Risk
611,28,39109,3,1,414,22.82,1,14,7,2,8,167,42,69,81,15,55,5,3,9,0,0,0,1,💤 Inactive / At-Risk
612,44,40105,3,1,155,15.44,1,8,83,7,7,27,29,8,10,4,6,5,2,2,2,1,0,1,💤 Inactive / At-Risk
613,28,43538,3,3,524,30.22,2,13,11,0,9,137,33,81,6,14,57,5,4,9,0,1,0,1,💤 Inactive / At-Risk
614,70,37265,3,2,581,44.13,5,12,58,3,4,165,47,163,142,9,36,3,2,6,0,0,1,1,💤 Inactive / At-Risk
615,34,49912,3,1,237,22.55,3,9,38,7,1,153,34,49,13,14,23,4,2,5,1,2,0,1,💤 Inactive / At-Risk
616,57,41136,4,2,1375,96.89,0,9,65,5,3,452,18,98,20,0,8,5,1,3,4,0,0,1,💤 Inactive / At-Risk
617,29,39719,4,2,402,32.01,0,12,48,1,3,58,22,46,1,5,31,4,0,14,2,1,0,1,💤 Inactive / At-Risk
618,39,60897,3,1,545,46.26,2,4,48,4,3,385,2,167,21,6,35,5,1,5,1,1,0,1,💤 Inactive / At-Risk
619,29,60659,2,1,500,37.56,2,13,17,1,13,70,27,60,52,36,44,7,2,3,0,0,0,1,💤 Inactive / At-Risk
620,22,57527,3,1,885,59.95,3,8,42,0,7,98,11,93,5,84,39,5,1,6,1,0,0,1,💤 Inactive / At-Risk
621,52,64939,3,1,1033,67.93,2,11,37,2,1,194,21,135,73,1,1,2,2,6,1,0,0,1,💤 Inactive / At-Risk
622,44,67018,2,3,968,125.47,2,15,41,1,1,169,69,173,95,19,26,6,1,6,3,1,1,1,💤 Inactive / At-Risk
623,18,31592,4,2,178,178.0,1,9,55,2,0,33,1,73,15,1,10,1,3,7,3,1,0,1,💤 Inactive / At-Risk
624,30,42594,2,3,155,18.25,3,9,59,3,6,40,23,21,15,3,5,0,1,2,2,0,0,1,💤 Inactive / At-Risk
625,41,21884,2,4,66,12.57,0,1,88,5,1,3,1,4,8,0,3,0,1,2,0,1,0,1,💤 Inactive / At-Risk
626,56,69516,3,2,701,70.05,2,15,60,3,2,238,105,223,32,44,10,2,0,4,0,1,0,1,💤 Inactive / At-Risk
627,52,26725,3,1,684,89.81,6,5,44,5,2,190,44,189,3,43,15,2,3,3,2,0,0,1,💤 Inactive / At-Risk
628,30,32560,3,1,664,38.69,4,20,31,2,8,100,9,131,33,17,67,5,1,6,0,0,0,1,💤 Inactive / At-Risk
629,39,29258,3,2,148,19.72,0,13,36,2,0,6,3,37,6,4,6,3,0,3,2,1,0,1,💤 Inactive / At-Risk
630,58,47449,5,3,899,93.39,4,15,63,6,5,246,49,181,17,1,41,4,1,5,1,0,0,1,💤 Inactive / At-Risk
631,37,96562,4,4,1729,81.06,10,21,12,7,8,420,200,253,300,102,84,9,1,16,0,3,0,0,🏆 Premium Loyalists
632,52,57908,3,1,45,25.31,0,2,61,0,1,12,3,1,10,0,5,0,0,3,2,0,0,1,💤 Inactive / At-Risk
633,41,32219,3,1,188,36.18,0,3,26,3,2,19,9,45,2,11,6,2,1,2,2,0,0,1,💤 Inactive / At-Risk
634,18,55181,3,1,633,44.99,3,11,19,0,10,122,18,30,35,5,36,7,3,7,0,1,0,1,💤 Inactive / At-Risk
635,20,72093,5,2,1585,51.12,4,24,14,6,4,581,19,405,71,36,111,7,2,8,0,0,0,0,🏆 Premium Loyalists
636,37,23399,3,1,240,29.82,0,9,73,0,12,9,13,73,0,3,7,5,1,4,0,2,0,1,💤 Inactive / At-Risk
637,48,28906,3,1,37,37.0,3,4,94,8,1,3,12,12,1,2,0,0,0,0,1,0,0,1,💤 Inactive / At-Risk
638,47,25450,3,1,81,75.78,0,2,101,8,3,14,3,26,0,0,0,2,0,1,2,0,0,1,💤 Inactive / At-Risk
639,51,85727,4,5,2005,94.64,2,24,23,10,0,941,82,268,63,155,12,5,4,14,2,4,0,0,🏆 Premium Loyalists
640,53,72369,3,1,733,86.63,1,2,39,6,4,214,30,169,34,0,17,5,1,8,0,0,0,1,💤 Inactive / At-Risk
641,67,42626,3,3,342,21.27,4,7,51,4,5,290,12,153,2,23,18,3,1,5,0,0,0,1,💤 Inactive / At-Risk
642,48,89840,3,2,2106,78.44,3,15,2,8,4,536,148,314,53,74,69,8,3,7,1,0,0,0,🏆 Premium Loyalists
643,37,43883,2,1,162,19.34,0,8,52,2,4,49,0,26,6,5,2,2,1,4,1,1,0,1,💤 Inactive / At-Risk
644,48,24129,4,1,43,43.0,0,1,87,11,2,4,3,11,3,5,6,0,0,3,3,0,0,1,💤 Inactive / At-Risk
645,36,47897,4,1,3,0.63,1,4,119,5,2,13,1,40,11,1,0,2,0,1,0,0,0,1,💤 Inactive / At-Risk
646,38,22451,4,1,97,32.12,0,5,72,7,2,12,6,22,0,0,1,0,0,1,2,0,0,1,💤 Inactive / At-Risk
647,35,31470,3,5,201,22.66,0,12,79,2,4,12,2,22,35,10,5,2,2,4,3,0,0,1,💤 Inactive / At-Risk
648,35,35591,1,1,147,24.71,0,10,70,5,6,33,17,17,7,3,8,1,0,6,3,2,0,1,💤 Inactive / At-Risk
649,23,36367,3,2,606,75.56,0,19,25,2,10,181,24,73,12,54,22,8,1,9,1,1,0,1,💤 Inactive / At-Risk
650,24,32998,3,2,260,20.86,3,18,28,1,11,0,22,88,25,104,28,4,3,5,1,0,0,1,💤 Inactive / At-Risk
651,46,31454,5,1,305,82.88,2,14,19,4,3,141,46,217,10,15,27,1,1,10,2,0,0,1,💤 Inactive / At-Risk
652,52,64476,4,1,808,81.97,2,12,29,5,4,93,33,160,20,72,17,5,2,8,0,0,0,1,💤 Inactive / At-Risk
653,26,53935,5,2,670,53.18,1,15,66,2,8,42,51,45,0,0,0,5,1,7,0,0,0,1,💤 Inactive / At-Risk
654,34,47217,4,2,544,50.65,2,22,29,1,9,4,11,104,15,20,75,3,1,9,1,0,0,1,💤 Inactive / At-Risk
655,51,62391,2,1,620,73.29,2,6,14,2,2,263,4,183,3,67,26,0,2,2,0,0,0,1,💤 Inactive / At-Risk
656,58,102689,4,1,1929,120.33,10,19,15,10,3,554,200,516,17,132,20,9,3,12,0,3,0,0,🏆 Premium Loyalists
657,54,62487,2,1,297,20.4,1,20,30,5,3,196,21,144,50,2,14,2,5,8,3,0,0,1,💤 Inactive / At-Risk
658,34,18655,5,2,81,31.05,0,2,75,5,2,10,1,18,1,2,0,3,0,2,0,1,0,1,💤 Inactive / At-Risk
659,33,41298,5,1,378,36.38,0,7,71,5,0,0,3,28,6,1,0,3,1,8,3,1,0,1,💤 Inactive / At-Risk
660,37,42254,5,5,87,8.74,0,9,85,0,5,17,19,15,0,1,0,1,1,3,3,0,0,1,💤 Inactive / At-Risk
661,49,76009,3,4,1298,62.03,1,22,16,9,5,360,7,446,20,17,79,4,3,8,2,0,0,0,🏆 Premium Loyalists
662,32,52584,4,3,638,47.13,2,15,0,3,7,80,9,58,42,23,0,2,3,5,0,0,0,1,💤 Inactive / At-Risk
663,23,54394,3,1,407,41.79,1,11,8,1,4,29,0,52,23,8,86,10,0,10,3,0,0,1,💤 Inactive / At-Risk
664,39,34996,3,2,302,32.02,0,3,79,4,0,32,1,9,1,1,2,3,2,5,2,0,0,1,💤 Inactive / At-Risk
665,33,43194,4,4,625,64.49,2,14,36,1,6,60,36,23,30,18,88,3,5,2,0,1,0,1,💤 Inactive / At-Risk
666,48,31130,5,3,381,26.0,2,10,6,3,4,117,2,110,12,12,38,3,1,4,1,0,0,1,💤 Inactive / At-Risk
667,35,73613,4,1,1986,69.56,4,16,7,8,6,445,81,302,61,55,65,11,2,13,1,1,0,0,🏆 Premium Loyalists
668,63,55851,3,4,452,76.36,2,15,64,7,0,385,1,107,42,11,19,4,1,10,1,2,0,1,💤 Inactive / At-Risk
669,35,21754,4,4,276,34.34,0,9,54,6,9,54,6,23,0,0,4,3,2,6,3,0,0,1,💤 Inactive / At-Risk
670,63,104164,3,1,2624,128.6,9,29,14,6,2,542,200,362,5,38,96,8,6,10,3,1,0,0,🏆 Premium Loyalists
671,31,40298,4,4,336,22.53,0,12,62,4,9,18,0,28,6,6,7,0,1,3,1,0,0,1,💤 Inactive / At-Risk
672,52,31083,1,2,693,41.95,5,9,47,3,3,303,17,130,52,19,21,8,2,7,1,0,0,1,💤 Inactive / At-Risk
673,23,52312,2,2,363,22.39,3,7,21,2,11,21,9,84,9,55,31,5,5,5,1,0,0,1,💤 Inactive / At-Risk
674,32,37992,4,1,696,36.81,2,12,2,2,12,58,10,20,31,16,54,12,2,7,2,1,0,1,💤 Inactive / At-Risk
675,23,33448,3,1,56,9.8,1,7,45,4,5,55,21,20,10,1,5,2,0,3,3,2,0,1,💤 Inactive / At-Risk
676,32,37029,3,1,179,16.45,0,6,41,5,8,34,12,47,3,13,2,2,4,1,5,0,0,1,💤 Inactive / At-Risk
677,40,58323,3,1,666,68.02,1,5,83,5,1,195,47,167,2,1,38,3,3,4,1,0,0,1,💤 Inactive / At-Risk
678,52,72252,3,3,1785,63.71,6,26,11,8,5,743,94,264,79,200,78,9,2,6,1,2,0,0,🏆 Premium Loyalists
679,28,39755,3,1,775,75.95,2,13,30,1,9,138,24,43,33,11,32,3,0,9,1,0,0,1,💤 Inactive / At-Risk
680,18,39164,2,3,46,20.29,0,5,98,4,3,10,0,0,1,3,0,1,0,2,0,0,0,1,💤 Inactive / At-Risk
681,65,46362,5,1,386,25.17,3,5,24,2,6,252,3,236,14,56,2,3,1,6,1,0,0,1,💤 Inactive / At-Risk
682,29,55766,2,3,962,119.61,2,26,32,0,9,116,5,0,12,5,16,7,1,6,0,0,0,1,💤 Inactive / At-Risk
683,23,30137,2,1,237,24.21,2,6,24,6,10,14,6,65,8,3,4,4,0,6,2,0,0,1,💤 Inactive / At-Risk
684,38,41477,5,2,81,24.46,0,3,77,8,1,7,1,15,5,1,0,1,0,0,1,0,0,1,💤 Inactive / At-Risk
685,48,39357,4,1,18,13.9,1,3,75,5,1,0,2,1,6,0,2,1,0,1,0,1,0,1,💤 Inactive / At-Risk
686,47,60108,3,2,187,78.37,2,8,36,7,4,316,2,163,0,1,17,1,4,7,2,1,0,1,💤 Inactive / At-Risk
687,30,42623,4,1,1224,66.97,2,11,85,6,4,274,3,149,77,71,18,8,3,3,1,0,0,1,💤 Inactive / At-Risk
688,71,65036,3,1,989,109.51,2,9,0,5,5,322,30,169,56,66,23,7,0,6,0,0,0,1,💤 Inactive / At-Risk
689,61,35347,3,3,730,60.58,3,10,52,2,5,44,72,258,29,10,15,3,2,9,0,0,0,1,💤 Inactive / At-Risk
690,35,52962,5,1,653,70.83,5,3,33,2,3,296,22,191,27,21,17,3,1,3,2,0,0,1,💤 Inactive / At-Risk
691,37,15000,3,1,126,17.6,1,11,42,1,9,42,1,75,29,0,2,3,1,4,7,0,0,1,💤 Inactive / At-Risk
692,31,39985,3,2,198,27.44,2,5,55,1,5,6,1,29,6,1,0,5,2,6,2,1,0,1,💤 Inactive / At-Risk
693,33,40661,3,1,349,31.58,1,7,87,1,8,25,1,59,32,20,3,10,1,4,2,0,0,1,💤 Inactive / At-Risk
694,23,45713,4,3,593,35.96,3,9,22,1,13,76,14,26,65,2,23,2,0,8,3,2,0,1,💤 Inactive / At-Risk
695,61,54423,2,1,406,42.82,2,13,13,6,2,332,2,184,5,8,18,1,1,6,1,0,0,1,💤 Inactive / At-Risk
696,48,81263,3,2,534,60.15,1,16,54,4,3,324,7,68,50,25,26,5,3,6,1,0,0,1,💤 Inactive / At-Risk
697,62,89668,5,1,1598,75.22,8,21,0,6,5,722,200,535,5,0,124,6,3,16,1,1,0,0,🏆 Premium Loyalists
698,57,40538,3,4,818,68.4,0,13,48,2,3,351,1,289,14,93,9,5,6,5,0,0,0,1,💤 Inactive / At-Risk
699,55,42189,5,1,224,38.9,2,5,41,8,5,28,0,51,0,3,7,4,2,5,3,0,0,1,💤 Inactive / At-Risk
700,55,90126,3,1,1153,60.09,9,27,9,8,9,793,37,382,32,2,64,8,4,9,0,3,0,0,🏆 Premium Loyalists
701,42,25155,3,1,76,76.0,0,1,95,3,0,16,0,26,0,0,3,0,1,0,2,0,0,1,💤 Inactive / At-Risk
702,44,37620,2,1,41,12.4,0,4,103,10,0,5,2,33,20,3,0,0,0,1,0,0,0,1,💤 Inactive / At-Risk
703,45,32557,3,1,137,23.32,0,7,36,1,4,12,8,51,0,1,0,1,1,4,2,2,0,1,💤 Inactive / At-Risk
704,47,38267,5,1,46,18.4,0,1,72,4,1,9,2,16,0,0,0,0,1,3,2,0,0,1,💤 Inactive / At-Risk
705,57,84714,3,5,1559,68.38,4,21,19,6,7,706,74,325,7,115,44,8,4,11,1,3,0,0,🏆 Premium Loyalists
706,55,61257,4,1,616,66.15,1,9,39,5,3,387,42,156,89,0,30,1,2,4,1,0,0,1,💤 Inactive / At-Risk
707,50,36753,4,2,151,27.09,0,10,72,3,5,14,3,36,0,1,1,1,1,3,1,1,0,1,💤 Inactive / At-Risk
708,58,30184,3,6,259,49.56,1,10,80,3,6,26,3,56,1,1,9,1,2,4,2,0,1,1,💤 Inactive / At-Risk
709,22,93150,2,2,1751,96.28,7,25,12,8,3,602,200,350,36,109,41,8,3,11,2,2,0,0,🏆 Premium Loyalists
